Register ID,Course Instance,Student id,Status,Grade
RID671,I-1184,19861015-0085,completed,5
RID672,I-1195,19861015-0085,completed,5
RID673,I-5171,19861015-0085,completed,3
RID674,I-4530,19861015-0085,completed,4
RID675,I-3687,19861015-0085,completed,4
RID676,I-4405,19870304-0086,completed,3
RID677,I-4839,19870304-0086,completed,4
RID678,I-3,19870304-0086,completed,3
RID679,I-4407,19870304-0086,completed,3
RID680,I-2434,19870304-0086,completed,5
RID681,I-3881,19870304-0086,completed,5
RID682,I-3990,19870304-0086,completed,5
RID683,I-3264,19870304-0086,completed,5
RID684,I-4522,19870304-0086,completed,3
RID685,I-3372,19870304-0086,completed,5
RID686,I-4744,19870304-0086,completed,4
RID687,I-5052,19870304-0086,completed,5
RID688,I-3260,19870901-0087,completed,3
RID689,I-3261,19870901-0087,completed,3
RID690,I-3262,19870901-0087,completed,5
RID691,I-5361,19870901-0087,completed,5
RID692,I-4936,19870813-0088,completed,5
RID693,I-2120,19870813-0088,completed,3
RID694,I-2957,19870813-0088,completed,4
RID695,I-2119,19870813-0088,completed,4
RID696,I-2337,19871013-0089,completed,3
RID697,I-2748,19871013-0089,completed,4
RID698,I-3773,19871013-0089,completed,3
RID699,I-1799,19871013-0089,completed,3
RID700,I-756,19871013-0089,completed,4
RID701,I-1173,19871013-0089,completed,5
RID702,I-1913,19871013-0089,completed,4
RID703,I-2646,19871013-0089,completed,4
RID704,I-4422,19871013-0089,completed,5
RID705,I-3271,19871013-0089,completed,3
RID706,I-2025,19871013-0089,completed,5
RID707,I-2878,19871013-0089,completed,4
RID708,I-2138,19871013-0089,completed,3
RID709,I-2142,19871013-0089,completed,4
RID710,I-2144,19871013-0089,completed,4
RID711,I-543,19881120-0090,completed,3
RID712,I-4629,19881120-0090,completed,5
RID713,I-4630,19881120-0090,completed,5
RID714,I-3577,19881120-0090,completed,5
RID715,I-5069,19881120-0090,completed,5
RID716,I-4750,19881120-0090,completed,5
RID717,I-2563,19881120-0090,completed,3
RID718,I-4748,19881120-0090,completed,3
RID719,I-27,19881120-0090,completed,3
RID720,I-4752,19881120-0090,completed,3
RID721,I-1294,19881120-0090,completed,4
RID722,I-2565,19881120-0090,completed,4
RID723,I-3905,19881120-0090,completed,3
RID724,I-5077,19881120-0090,completed,4
RID725,I-4865,19881120-0090,completed,4
RID726,I-3999,19870209-0091,completed,3
RID727,I-5373,19870209-0091,completed,4
RID728,I-4633,19870209-0091,completed,4
RID729,I-5162,19870209-0091,completed,5
RID730,I-4425,19870209-0091,completed,3
RID731,I-1930,19870209-0091,completed,5
RID732,I-4426,19870209-0091,completed,3
RID733,I-4427,19870209-0091,completed,5
RID734,I-1823,19870209-0091,completed,5
RID735,I-4543,19870209-0091,completed,3
RID736,I-4544,19870209-0091,completed,3
RID737,I-4546,19870209-0091,completed,5
RID738,I-3158,19870921-0092,completed,5
RID739,I-3159,19870921-0092,completed,5
RID740,I-3163,19870921-0092,completed,5
RID741,I-3162,19870921-0092,completed,3
RID742,I-3267,19870921-0092,completed,4
RID743,I-3268,19870921-0092,completed,4
RID744,I-3269,19870921-0092,completed,5
RID745,I-3270,19870921-0092,completed,5
RID746,I-1280,19890202-0093,completed,5
RID747,I-1281,19890202-0093,completed,4
RID748,I-1182,19890202-0093,completed,4
RID749,I-5165,19890202-0093,completed,3
RID750,I-4109,19890202-0093,completed,3
RID751,I-1606,19890202-0093,completed,5
RID752,I-1286,19890202-0093,completed,5
RID753,I-1288,19890202-0093,completed,3
RID754,I-1289,19890202-0093,completed,3
RID755,I-1285,19890202-0093,completed,4
RID756,I-1401,19890202-0093,completed,3
RID757,I-4322,19890202-0093,completed,3
RID758,I-1406,19890202-0093,completed,3
RID759,I-1409,19890202-0093,completed,4
RID760,I-3279,19860321-0097,completed,3
RID761,I-2657,19860321-0097,completed,3
RID762,I-2035,19860321-0097,completed,5
RID763,I-2660,19860321-0097,completed,4
RID764,I-976,19860321-0097,completed,5
RID765,I-2980,19860321-0097,completed,5
RID766,I-3080,19860321-0097,completed,3
RID767,I-2662,19860321-0097,completed,5
RID768,I-2661,19860321-0097,completed,5
RID769,I-2570,19860321-0097,completed,5
RID770,I-781,19860321-0097,completed,3
RID771,I-2261,19860321-0097,completed,4
RID772,I-4131,19860321-0097,completed,3
RID773,I-2776,19860321-0097,completed,4
RID774,I-2779,19860321-0097,completed,4
RID775,I-5181,19860321-0097,completed,3
RID776,I-1206,19860321-0097,completed,4
RID777,I-2784,19860321-0097,completed,3
RID778,I-5,19871128-0099,completed,4
RID779,I-3161,19871128-0099,completed,3
RID780,I-5359,19871128-0099,completed,5
RID781,I-5366,19871128-0099,completed,5
RID782,I-2655,19790702-0038,completed,3
RID783,I-3580,19790702-0038,completed,5
RID784,I-326,19790702-0038,completed,4
RID785,I-5467,19790702-0038,completed,3
RID786,I-25,19790702-0038,completed,5
RID787,I-442,19790702-0038,completed,5
RID788,I-443,19790702-0038,completed,4
RID789,I-444,19790702-0038,completed,4
RID790,I-4544,19790702-0038,completed,5
RID791,I-563,19790702-0038,completed,3
RID792,I-1093,19790702-0038,completed,4
RID793,I-680,19790702-0038,completed,5
RID794,I-3670,19790717-0045,completed,5
RID795,I-3671,19790717-0045,completed,3
RID796,I-3672,19790717-0045,completed,3
RID797,I-3673,19790717-0045,completed,4
RID798,I-4092,19780815-0047,completed,3
RID799,I-4094,19780815-0047,completed,3
RID800,I-4096,19780815-0047,completed,4
RID801,I-642,19780815-0047,completed,4
RID802,I-4419,19780815-0047,completed,4
RID803,I-4209,19780815-0047,completed,3
RID804,I-2129,19780815-0047,completed,4
RID805,I-4212,19780815-0047,completed,5
RID806,I-3678,19780815-0047,completed,5
RID807,I-227,19780815-0047,completed,3
RID808,I-2971,19780815-0047,completed,5
RID809,I-5162,19780815-0047,completed,3
RID810,I-2430,19790426-0049,completed,5
RID811,I-3992,19790426-0049,completed,4
RID812,I-5152,19790426-0049,completed,4
RID813,I-4736,19790426-0049,completed,4
RID814,I-2547,19790426-0049,completed,4
RID815,I-2548,19790426-0049,completed,4
RID816,I-2549,19790426-0049,completed,4
RID817,I-2550,19790426-0049,completed,3
RID818,I-1174,19780317-0052,completed,4
RID819,I-2637,19780317-0052,completed,5
RID820,I-3264,19780317-0052,completed,4
RID821,I-2644,19780317-0052,completed,4
RID822,I-2233,19780317-0052,completed,4
RID823,I-2757,19780317-0052,completed,4
RID824,I-22,19780317-0052,completed,5
RID825,I-3070,19780317-0052,completed,4
RID826,I-3377,19781130-0054,completed,3
RID827,I-1916,19781130-0054,completed,5
RID828,I-2975,19781130-0054,completed,4
RID829,I-2445,19781130-0054,completed,5
RID830,I-2555,19781130-0054,completed,4
RID831,I-2556,19781130-0054,completed,3
RID832,I-2557,19781130-0054,completed,4
RID833,I-4959,19781130-0054,completed,4
RID834,I-4097,19761009-0055,completed,5
RID835,I-3162,19761009-0055,completed,3
RID836,I-432,19761009-0055,completed,5
RID837,I-430,19761009-0055,completed,3
RID838,I-539,19761009-0055,completed,4
RID839,I-2132,19761009-0055,completed,4
RID840,I-541,19761009-0055,completed,4
RID841,I-542,19761009-0055,completed,3
RID842,I-4729,19750122-0056,completed,5
RID843,I-425,19750122-0056,completed,5
RID844,I-3,19750122-0056,completed,3
RID845,I-3779,19750122-0056,completed,4
RID846,I-3994,19770224-0058,completed,5
RID847,I-1274,19770224-0058,completed,3
RID848,I-5152,19770224-0058,completed,5
RID849,I-1278,19770224-0058,completed,5
RID850,I-1391,19770224-0058,completed,5
RID851,I-2870,19770224-0058,completed,4
RID852,I-1397,19770224-0058,completed,3
RID853,I-3810,19970308-0000,not started,
RID854,I-4245,19970308-0000,completed,4
RID855,I-3814,19970308-0000,registered,
RID856,I-3196,19970308-0000,registered,
RID857,I-3923,19970308-0000,registered,
RID858,I-3927,19970308-0000,withdrawn,
RID859,I-586,19970308-0000,registered,
RID860,I-584,19970308-0000,registered,
RID861,I-4043,19970308-0000,not started,
RID862,I-4685,19970308-0000,withdrawn,
RID863,I-4047,19970308-0000,withdrawn,
RID864,I-2913,19970308-0000,registered,
RID865,I-343,19960213-0001,completed,3
RID866,I-344,19960213-0001,withdrawn,
RID867,I-140,19960213-0001,not started,
RID868,I-345,19960213-0001,not started,
RID869,I-4865,19960213-0001,registered,
RID870,I-352,19960213-0001,withdrawn,
RID871,I-5472,19960213-0001,withdrawn,
RID872,I-148,19960213-0001,not started,
RID873,I-461,19960213-0001,withdrawn,
RID874,I-1727,19960213-0001,not started,
RID875,I-5474,19960213-0001,not started,
RID876,I-1540,19960213-0001,completed,3
RID877,I-4989,19960213-0001,registered,
RID878,I-264,19960213-0001,not started,
RID879,I-1743,19960213-0001,completed,3
RID880,I-1438,19960213-0001,not started,
RID881,I-4563,19960213-0001,withdrawn,
RID882,I-3925,19960213-0001,not started,
RID883,I-589,19960213-0001,withdrawn,
RID884,I-4879,19960213-0001,withdrawn,
RID885,I-1009,19960328-0002,not started,
RID886,I-1010,19960328-0002,registered,
RID887,I-1011,19960328-0002,completed,5
RID888,I-1012,19960328-0002,not started,
RID889,I-2186,19960328-0002,withdrawn,
RID890,I-1133,19960328-0002,completed,3
RID891,I-1132,19960328-0002,registered,
RID892,I-1134,19960328-0002,completed,5
RID893,I-3643,19960328-0002,completed,3
RID894,I-1248,19960328-0002,registered,
RID895,I-1247,19960328-0002,withdrawn,
RID896,I-3334,19960328-0002,registered,
RID897,I-1246,19960328-0002,registered,
RID898,I-1251,19960328-0002,registered,
RID899,I-5328,19960328-0002,not started,
RID900,I-2826,19960328-0002,not started,
RID901,I-1252,19960328-0002,registered,
RID902,I-718,19980905-0003,withdrawn,
RID903,I-5128,19980905-0003,not started,
RID904,I-194,19980905-0003,registered,
RID905,I-2307,19980905-0003,withdrawn,
RID906,I-836,19980905-0003,completed,5
RID907,I-1362,19980905-0003,not started,
RID908,I-838,19980905-0003,completed,3
RID909,I-5134,19980905-0003,withdrawn,
RID910,I-944,19980905-0003,not started,
RID911,I-945,19980905-0003,not started,
RID912,I-949,19980905-0003,withdrawn,
RID913,I-5463,19980905-0003,registered,
RID914,I-947,19980905-0003,completed,4
RID915,I-5147,19980905-0003,not started,
RID916,I-3400,19970413-0004,completed,3
RID917,I-4766,19970413-0004,completed,3
RID918,I-3403,19970413-0004,not started,
RID919,I-3508,19970413-0004,completed,4
RID920,I-2170,19970413-0004,registered,
RID921,I-1006,19970413-0004,registered,
RID922,I-1534,19970413-0004,registered,
RID923,I-2802,19970413-0004,registered,
RID924,I-1561,19990816-0005,withdrawn,
RID925,I-1564,19990816-0005,registered,
RID926,I-3645,19990816-0005,registered,
RID927,I-1567,19990816-0005,completed,3
RID928,I-1669,19990816-0005,not started,
RID929,I-1670,19990816-0005,registered,
RID930,I-1671,19990816-0005,withdrawn,
RID931,I-5446,19990816-0005,completed,4
RID932,I-4185,19990816-0005,withdrawn,
RID933,I-4921,19990816-0005,withdrawn,
RID934,I-1675,19990816-0005,completed,3
RID935,I-1680,19990816-0005,registered,
RID936,I-1363,19990816-0005,registered,
RID937,I-1679,19990816-0005,completed,3
RID938,I-5003,19990626-0006,not started,
RID939,I-5319,19990626-0006,not started,
RID940,I-5320,19990626-0006,withdrawn,
RID941,I-5321,19990626-0006,not started,
RID942,I-5322,19990626-0006,not started,
RID943,I-4483,19990626-0006,withdrawn,
RID944,I-3124,19990626-0006,completed,5
RID945,I-5324,19990626-0006,registered,
RID946,I-5325,19990626-0006,registered,
RID947,I-5436,19990626-0006,registered,
RID948,I-5437,19990626-0006,withdrawn,
RID949,I-2510,19990626-0006,registered,
RID950,I-5439,19990626-0006,not started,
RID951,I-377,19950304-0007,withdrawn,
RID952,I-4354,19950304-0007,withdrawn,
RID953,I-4355,19950304-0007,withdrawn,
RID954,I-4362,19950304-0007,not started,
RID955,I-4476,19950304-0007,completed,3
RID956,I-4477,19950304-0007,completed,4
RID957,I-4478,19950304-0007,registered,
RID958,I-4479,19950304-0007,registered,
RID959,I-1355,19950304-0007,not started,
RID960,I-2303,19950304-0007,completed,3
RID961,I-726,19950304-0007,not started,
RID962,I-4597,19950304-0007,completed,3
RID963,I-2168,19991025-0008,not started,
RID964,I-2386,19991025-0008,registered,
RID965,I-2274,19991025-0008,not started,
RID966,I-1435,19991025-0008,not started,
RID967,I-2276,19991025-0008,registered,
RID968,I-2277,19991025-0008,registered,
RID969,I-2691,19991025-0008,not started,
RID970,I-2280,19991025-0008,completed,5
RID971,I-3926,19991025-0008,completed,3
RID972,I-5095,19991025-0008,withdrawn,
RID973,I-4361,19991025-0008,not started,
RID974,I-3313,19991025-0008,withdrawn,
RID975,I-2395,19991025-0008,withdrawn,
RID976,I-2391,19991025-0008,withdrawn,
RID977,I-2912,19950606-0009,completed,3
RID978,I-2915,19950606-0009,completed,5
RID979,I-4045,19950606-0009,withdrawn,
RID980,I-2916,19950606-0009,completed,4
RID981,I-5418,19950606-0009,registered,
RID982,I-4887,19950606-0009,completed,4
RID983,I-3119,19950606-0009,withdrawn,
RID984,I-3319,19950606-0009,completed,5
RID985,I-2920,19950606-0009,withdrawn,
RID986,I-71,19950606-0009,registered,
RID987,I-3023,19950606-0009,not started,
RID988,I-4904,19950606-0009,not started,
RID989,I-1348,19950606-0009,not started,
RID990,I-714,19950606-0009,withdrawn,
RID991,I-395,19951026-0010,registered,
RID992,I-396,19951026-0010,completed,4
RID993,I-1143,19951026-0010,completed,3
RID994,I-192,19951026-0010,completed,3
RID995,I-2935,19951026-0010,completed,5
RID996,I-403,19951026-0010,registered,
RID997,I-5526,19951026-0010,not started,
RID998,I-402,19951026-0010,not started,
RID999,I-5503,19951026-0010,not started,
RID1000,I-401,19951026-0010,not started,
RID1001,I-5482,19951026-0010,not started,
RID1002,I-2621,19951026-0010,not started,
RID1003,I-4072,19951026-0010,completed,3
RID1004,I-515,19951026-0010,not started,
RID1005,I-516,19951026-0010,registered,
RID1006,I-1380,19951026-0010,registered,
RID1007,I-631,19951026-0010,not started,
RID1008,I-632,19951026-0010,registered,
RID1009,I-639,19951026-0010,registered,
RID1010,I-3023,19990305-0011,registered,
RID1011,I-2713,19990305-0011,not started,
RID1012,I-818,19990305-0011,withdrawn,
RID1013,I-2715,19990305-0011,registered,
RID1014,I-2822,19990305-0011,registered,
RID1015,I-1570,19990305-0011,registered,
RID1016,I-2308,19990305-0011,completed,4
RID1017,I-4385,19990305-0011,registered,
RID1018,I-3431,19970727-0012,registered,
RID1019,I-3434,19970727-0012,completed,5
RID1020,I-3435,19970727-0012,not started,
RID1021,I-3437,19970727-0012,withdrawn,
RID1022,I-4383,19970727-0012,not started,
RID1023,I-3034,19970727-0012,completed,3
RID1024,I-3538,19970727-0012,withdrawn,
RID1025,I-3540,19970727-0012,completed,3
RID1026,I-5297,19990219-0013,withdrawn,
RID1027,I-687,19990219-0013,withdrawn,
RID1028,I-690,19990219-0013,withdrawn,
RID1029,I-688,19990219-0013,not started,
RID1030,I-796,19990219-0013,not started,
RID1031,I-799,19990219-0013,withdrawn,
RID1032,I-370,19990219-0013,not started,
RID1033,I-801,19990219-0013,completed,3
RID1034,I-2808,19990219-0013,withdrawn,
RID1035,I-3430,19990219-0013,not started,
RID1036,I-4255,19990219-0013,not started,
RID1037,I-4154,19990219-0013,completed,3
RID1038,I-4965,19970318-0014,withdrawn,
RID1039,I-1416,19970318-0014,withdrawn,
RID1040,I-3089,19970318-0014,withdrawn,
RID1041,I-883,19970318-0014,registered,
RID1042,I-4243,19970318-0014,withdrawn,
RID1043,I-3199,19970318-0014,completed,4
RID1044,I-2376,19970318-0014,registered,
RID1045,I-3812,19970318-0014,completed,3
RID1046,I-1848,19970318-0014,withdrawn,
RID1047,I-3306,19970318-0014,withdrawn,
RID1048,I-3926,19970318-0014,not started,
RID1049,I-5093,19970318-0014,completed,5
RID1050,I-1514,19970109-0015,withdrawn,
RID1051,I-991,19970109-0015,registered,
RID1052,I-1516,19970109-0015,completed,4
RID1053,I-2041,19970109-0015,withdrawn,
RID1054,I-3608,19970109-0015,withdrawn,
RID1055,I-2677,19970109-0015,registered,
RID1056,I-4243,19970109-0015,registered,
RID1057,I-3510,19970109-0015,not started,
RID1058,I-2883,19950717-0016,registered,
RID1059,I-2884,19950717-0016,not started,
RID1060,I-143,19950717-0016,not started,
RID1061,I-2891,19950717-0016,not started,
RID1062,I-1309,19950717-0016,not started,
RID1063,I-2997,19950717-0016,registered,
RID1064,I-2901,19950717-0016,not started,
RID1065,I-4139,19950717-0016,completed,4
RID1066,I-1966,19990705-0017,withdrawn,
RID1067,I-2922,19990705-0017,withdrawn,
RID1068,I-3622,19990705-0017,withdrawn,
RID1069,I-3624,19990705-0017,completed,3
RID1070,I-3625,19990705-0017,completed,3
RID1071,I-2598,19990705-0017,completed,5
RID1072,I-1547,19990705-0017,withdrawn,
RID1073,I-3628,19990705-0017,registered,
RID1074,I-2912,19990705-0017,completed,3
RID1075,I-3737,19990705-0017,completed,4
RID1076,I-3738,19990705-0017,withdrawn,
RID1077,I-3331,19990705-0017,withdrawn,
RID1078,I-5009,19990705-0017,withdrawn,
RID1079,I-4669,19971007-0018,registered,
RID1080,I-3511,19971007-0018,registered,
RID1081,I-4671,19971007-0018,not started,
RID1082,I-4676,19971007-0018,registered,
RID1083,I-4786,19971007-0018,withdrawn,
RID1084,I-172,19971007-0018,not started,
RID1085,I-4789,19971007-0018,registered,
RID1086,I-4792,19971007-0018,registered,
RID1087,I-4896,19971007-0018,withdrawn,
RID1088,I-2089,19971007-0018,registered,
RID1089,I-4897,19971007-0018,withdrawn,
RID1090,I-4899,19971007-0018,not started,
RID1091,I-3502,19990124-0019,not started,
RID1092,I-4454,19990124-0019,registered,
RID1093,I-2678,19990124-0019,completed,5
RID1094,I-2684,19990124-0019,completed,4
RID1095,I-2794,19990124-0019,not started,
RID1096,I-2795,19990124-0019,completed,4
RID1097,I-2800,19990124-0019,completed,5
RID1098,I-2796,19990124-0019,completed,3
RID1099,I-1226,19990124-0019,withdrawn,
RID1100,I-2799,19990124-0019,completed,5
RID1101,I-5201,19990124-0019,withdrawn,
RID1102,I-2802,19990124-0019,registered,
RID1103,I-2801,19990124-0019,completed,3
RID1104,I-2803,19990124-0019,not started,
RID1105,I-4124,19990831-0020,registered,
RID1106,I-2565,19990831-0020,withdrawn,
RID1107,I-4126,19990831-0020,withdrawn,
RID1108,I-985,19990831-0020,registered,
RID1109,I-4237,19990831-0020,registered,
RID1110,I-4238,19990831-0020,withdrawn,
RID1111,I-2896,19990831-0020,registered,
RID1112,I-2166,19990831-0020,withdrawn,
RID1113,I-3848,19971122-0021,registered,
RID1114,I-3849,19971122-0021,withdrawn,
RID1115,I-1667,19971122-0021,not started,
RID1116,I-3851,19971122-0021,completed,5
RID1117,I-2937,19971122-0021,withdrawn,
RID1118,I-3856,19971122-0021,withdrawn,
RID1119,I-3857,19971122-0021,not started,
RID1120,I-1562,19971122-0021,completed,4
RID1121,I-3858,19971122-0021,withdrawn,
RID1122,I-5242,19971122-0021,not started,
RID1123,I-3966,19971122-0021,registered,
RID1124,I-3859,19971122-0021,completed,5
RID1125,I-4714,19971122-0021,withdrawn,
RID1126,I-4081,19971122-0021,not started,
RID1127,I-4291,19971122-0021,withdrawn,
RID1128,I-4083,19971122-0021,registered,
RID1129,I-4085,19971122-0021,not started,
RID1130,I-4086,19971122-0021,withdrawn,
RID1131,I-1483,19971122-0021,withdrawn,
RID1132,I-4087,19971122-0021,registered,
RID1133,I-4088,19971122-0021,withdrawn,
RID1134,I-2630,19971122-0021,registered,
RID1135,I-3087,19980414-0022,withdrawn,
RID1136,I-4966,19980414-0022,completed,3
RID1137,I-3599,19980414-0022,withdrawn,
RID1138,I-2668,19980414-0022,completed,4
RID1139,I-2460,19980414-0022,not started,
RID1140,I-3592,19980414-0022,withdrawn,
RID1141,I-4971,19980414-0022,completed,4
RID1142,I-4970,19980414-0022,not started,
RID1143,I-5080,19980414-0022,not started,
RID1144,I-5081,19980414-0022,registered,
RID1145,I-5195,19980414-0022,registered,
RID1146,I-5083,19980414-0022,completed,4
RID1147,I-363,19980414-0022,completed,5
RID1148,I-5200,19980414-0022,registered,
RID1149,I-2380,19980414-0022,completed,5
RID1150,I-1117,19980414-0022,not started,
RID1151,I-3292,19980609-0023,registered,
RID1152,I-2884,19980609-0023,withdrawn,
RID1153,I-2885,19980609-0023,registered,
RID1154,I-253,19980609-0023,not started,
RID1155,I-1309,19980609-0023,not started,
RID1156,I-1317,19980609-0023,not started,
RID1157,I-2999,19980609-0023,completed,5
RID1158,I-3000,19980609-0023,withdrawn,
RID1159,I-3292,19980212-0024,withdrawn,
RID1160,I-2884,19980212-0024,completed,3
RID1161,I-5285,19980212-0024,not started,
RID1162,I-5284,19980212-0024,not started,
RID1163,I-2678,19980212-0024,withdrawn,
RID1164,I-153,19980212-0024,registered,
RID1165,I-2998,19980212-0024,withdrawn,
RID1166,I-4556,19980212-0024,not started,
RID1167,I-3097,19990805-0025,withdrawn,
RID1168,I-3099,19990805-0025,registered,
RID1169,I-4343,19990805-0025,completed,3
RID1170,I-3103,19990805-0025,registered,
RID1171,I-1112,19990805-0025,completed,5
RID1172,I-3206,19990805-0025,completed,4
RID1173,I-3207,19990805-0025,completed,3
RID1174,I-3208,19990805-0025,completed,3
RID1175,I-1756,19990805-0025,registered,
RID1176,I-906,19990805-0025,not started,
RID1177,I-2078,19990805-0025,registered,
RID1178,I-3428,19990805-0025,withdrawn,
RID1179,I-4124,19970609-0026,completed,5
RID1180,I-684,19970609-0026,registered,
RID1181,I-2565,19970609-0026,not started,
RID1182,I-3808,19970609-0026,completed,5
RID1183,I-44,19970609-0026,not started,
RID1184,I-4238,19970609-0026,withdrawn,
RID1185,I-5084,19970609-0026,withdrawn,
RID1186,I-4877,19970609-0026,completed,3
RID1187,I-3087,19951123-0027,registered,
RID1188,I-4966,19951123-0027,not started,
RID1189,I-2668,19951123-0027,completed,5
RID1190,I-3599,19951123-0027,not started,
RID1191,I-2460,19951123-0027,completed,3
RID1192,I-2567,19951123-0027,withdrawn,
RID1193,I-4970,19951123-0027,completed,3
RID1194,I-4973,19951123-0027,withdrawn,
RID1195,I-5080,19951123-0027,withdrawn,
RID1196,I-5081,19951123-0027,registered,
RID1197,I-5082,19951123-0027,not started,
RID1198,I-5083,19951123-0027,not started,
RID1199,I-1956,19951123-0027,not started,
RID1200,I-5200,19951123-0027,not started,
RID1201,I-2797,19951123-0027,completed,3
RID1202,I-5202,19951123-0027,withdrawn,
RID1203,I-4571,19960701-0028,withdrawn,
RID1204,I-4255,19960701-0028,not started,
RID1205,I-3423,19960701-0028,not started,
RID1206,I-1543,19960701-0028,not started,
RID1207,I-1459,19960701-0028,withdrawn,
RID1208,I-2400,19960701-0028,withdrawn,
RID1209,I-1657,19960701-0028,withdrawn,
RID1210,I-1659,19960701-0028,registered,
RID1211,I-1658,19960701-0028,registered,
RID1212,I-1655,19960701-0028,completed,5
RID1213,I-4124,19960220-0029,not started,
RID1214,I-684,19960220-0029,registered,
RID1215,I-4130,19960220-0029,completed,4
RID1216,I-352,19960220-0029,withdrawn,
RID1217,I-254,19960220-0029,not started,
RID1218,I-4238,19960220-0029,withdrawn,
RID1219,I-2896,19960220-0029,not started,
RID1220,I-2166,19960220-0029,registered,
RID1221,I-3131,19990211-0030,completed,5
RID1222,I-614,19990211-0030,withdrawn,
RID1223,I-3133,19990211-0030,not started,
RID1224,I-2508,19990211-0030,withdrawn,
RID1225,I-3970,19990211-0030,not started,
RID1226,I-4389,19990211-0030,completed,3
RID1227,I-3242,19990211-0030,completed,5
RID1228,I-3243,19990211-0030,withdrawn,
RID1229,I-3354,19990211-0030,not started,
RID1230,I-3355,19990211-0030,completed,3
RID1231,I-3356,19990211-0030,not started,
RID1232,I-1053,19990211-0030,not started,
RID1233,I-2699,19961018-0031,completed,5
RID1234,I-2700,19961018-0031,completed,5
RID1235,I-2069,19961018-0031,completed,4
RID1236,I-1449,19961018-0031,registered,
RID1237,I-3020,19961018-0031,registered,
RID1238,I-1125,19961018-0031,completed,3
RID1239,I-5423,19961018-0031,withdrawn,
RID1240,I-2175,19961018-0031,registered,
RID1241,I-280,19961018-0031,withdrawn,
RID1242,I-1750,19961018-0031,completed,3
RID1243,I-2190,19961018-0031,withdrawn,
RID1244,I-2814,19961018-0031,not started,
RID1245,I-5221,19961018-0031,completed,4
RID1246,I-3842,19961018-0031,completed,3
RID1247,I-267,19960307-0032,registered,
RID1248,I-585,19960307-0032,withdrawn,
RID1249,I-3611,19960307-0032,completed,3
RID1250,I-2481,19960307-0032,not started,
RID1251,I-1635,19960307-0032,registered,
RID1252,I-2483,19960307-0032,completed,3
RID1253,I-3005,19960307-0032,not started,
RID1254,I-1322,19960307-0032,completed,3
RID1255,I-2591,19960307-0032,withdrawn,
RID1256,I-1851,19960307-0032,completed,4
RID1257,I-2804,19960307-0032,registered,
RID1258,I-3732,19960307-0032,withdrawn,
RID1259,I-5017,19960822-0033,withdrawn,
RID1260,I-4917,19960822-0033,completed,4
RID1261,I-3132,19960822-0033,withdrawn,
RID1262,I-3038,19960822-0033,registered,
RID1263,I-4288,19960822-0033,completed,3
RID1264,I-1472,19960822-0033,not started,
RID1265,I-5130,19960822-0033,withdrawn,
RID1266,I-1886,19960822-0033,not started,
RID1267,I-2828,19961012-0034,registered,
RID1268,I-2931,19961012-0034,not started,
RID1269,I-2934,19961012-0034,not started,
RID1270,I-1774,19961012-0034,withdrawn,
RID1271,I-3042,19961012-0034,not started,
RID1272,I-1881,19961012-0034,withdrawn,
RID1273,I-3048,19961012-0034,withdrawn,
RID1274,I-3043,19961012-0034,not started,
RID1275,I-1931,19960610-0035,withdrawn,
RID1276,I-4866,19960610-0035,not started,
RID1277,I-142,19960610-0035,registered,
RID1278,I-1934,19960610-0035,completed,4
RID1279,I-4975,19960610-0035,withdrawn,
RID1280,I-2049,19960610-0035,completed,5
RID1281,I-1424,19960610-0035,registered,
RID1282,I-2264,19960610-0035,withdrawn,
RID1283,I-3921,19960610-0035,withdrawn,
RID1284,I-2679,19960610-0035,completed,3
RID1285,I-2683,19960610-0035,completed,4
RID1286,I-2054,19960610-0035,withdrawn,
RID1287,I-2167,19960610-0035,registered,
RID1288,I-2168,19960610-0035,registered,
RID1289,I-2169,19960610-0035,registered,
RID1290,I-2687,19960610-0035,withdrawn,
RID1291,I-4367,19990302-0036,completed,3
RID1292,I-3840,19990302-0036,not started,
RID1293,I-75,19990302-0036,not started,
RID1294,I-606,19990302-0036,registered,
RID1295,I-4173,19990302-0036,not started,
RID1296,I-4275,19990302-0036,not started,
RID1297,I-4274,19990302-0036,registered,
RID1298,I-3234,19990302-0036,withdrawn,
RID1299,I-4669,19950801-0037,not started,
RID1300,I-4670,19950801-0037,not started,
RID1301,I-4671,19950801-0037,completed,4
RID1302,I-2279,19950801-0037,withdrawn,
RID1303,I-4157,19950801-0037,withdrawn,
RID1304,I-1645,19950801-0037,withdrawn,
RID1305,I-4790,19950801-0037,registered,
RID1306,I-4796,19950801-0037,withdrawn,
RID1307,I-4896,19950801-0037,completed,4
RID1308,I-2089,19950801-0037,registered,
RID1309,I-4900,19950801-0037,registered,
RID1310,I-4901,19950801-0037,not started,
RID1311,I-3131,19960222-0038,completed,5
RID1312,I-3134,19960222-0038,withdrawn,
RID1313,I-2727,19960222-0038,not started,
RID1314,I-2508,19960222-0038,not started,
RID1315,I-1157,19960222-0038,registered,
RID1316,I-3241,19960222-0038,withdrawn,
RID1317,I-3242,19960222-0038,completed,5
RID1318,I-5346,19960222-0038,registered,
RID1319,I-3150,19960222-0038,registered,
RID1320,I-3355,19960222-0038,registered,
RID1321,I-5032,19960222-0038,withdrawn,
RID1322,I-1482,19960222-0038,completed,4
RID1323,I-5462,19960222-0038,completed,4
