Record ID,Teacher Id,Assigned Hours,Course code,Reported Hours
A3068,19561222-0030,280,I-1233,262
A3069,19760524-0046,140,I-1233,129
A3070,19920316-0107,140,I-1233,143
A3071,19610620-0006,280,I-1234,274
A3072,19781217-0053,120,I-1234,111
A3073,19920917-0109,100,I-1234,93
A3074,19630126-0001,280,I-1235,286
A3075,19790708-0041,140,I-1235,152
A3076,19930326-0132,140,I-1235,129
A3077,19580515-0017,280,I-1236,298
A3078,19790708-0041,120,I-1236,107
A3079,19910822-0122,120,I-1236,140
A3080,19570826-0012,280,I-1237,260
A3081,19770713-0042,120,I-1237,118
A3082,19930709-0100,120,I-1237,119
A3083,19580515-0017,280,I-1238,280
A3084,19770713-0042,140,I-1238,156
A3085,19900307-0105,100,I-1238,104
A3086,19590129-0004,240,I-1239,221
A3087,19781125-0031,120,I-1239,139
A3088,19900818-0116,140,I-1239,156
A3089,19600529-0021,280,I-1240,287
A3090,19770224-0058,120,I-1240,129
A3091,19610918-0027,280,I-1241,277
A3092,19781217-0053,100,I-1241,107
A3093,19690408-0009,260,I-1242,280
A3094,19750331-0036,140,I-1242,127
A3095,19600814-0002,280,I-1243,266
A3096,19750705-0033,100,I-1243,106
A3097,19930414-0106,100,I-1243,108
A3098,19590129-0004,280,I-1244,275
A3099,19780602-0035,100,I-1244,117
A3100,19900616-0124,100,I-1244,93
A3101,19611219-0014,240,I-1245,220
A3102,19760524-0046,120,I-1245,114
A3103,19630126-0001,260,I-1246,261
A3104,19761024-0034,120,I-1246,116
A3105,19930221-0139,100,I-1246,81
A3106,19620424-0026,240,I-1247,244
A3107,19790708-0041,100,I-1247,95
A3108,19600905-0003,260,I-1248,277
A3109,19781125-0031,120,I-1248,112
A3110,19561222-0030,280,I-1249,272
A3111,19780424-0057,120,I-1249,139
A3112,19900701-0113,120,I-1249,132
A3113,19560812-0016,280,I-1250,287
A3114,19780317-0052,100,I-1250,85
A3115,19911116-0069,120,I-1250,129
A3116,19610623-0005,260,I-1251,279
A3117,19750722-0060,120,I-1251,139
A3118,19900307-0105,140,I-1251,130
A3119,19690513-0015,240,I-1252,255
A3120,19790708-0041,100,I-1252,97
A3121,19900307-0105,140,I-1252,128
A3122,19620424-0026,260,I-1253,253
A3123,19790717-0045,120,I-1253,115
A3124,19601021-0018,240,I-1254,245
A3125,19750102-0059,140,I-1254,131
A3126,19920828-0070,120,I-1254,129
A3127,19640414-0013,240,I-1255,247
A3128,19751018-0039,100,I-1255,83
A3129,19910822-0122,100,I-1255,102
A3130,19570615-0011,240,I-1256,241
A3131,19790618-0048,100,I-1256,110
A3132,19660630-0020,260,I-1257,278
A3133,19750331-0036,100,I-1257,96
A3134,19600905-0003,260,I-1258,240
A3135,19781217-0053,140,I-1258,158
A3136,19620424-0026,260,I-1259,278
A3137,19751018-0039,120,I-1259,101
A3138,19910820-0078,140,I-1259,127
A3139,19560612-0010,260,I-1260,259
A3140,19750417-0051,100,I-1260,107
A3141,19930512-0117,120,I-1260,122
A3142,19601021-0018,260,I-1261,259
A3143,19780602-0035,100,I-1261,86
A3144,19630126-0001,260,I-1262,261
A3145,19790708-0041,100,I-1262,109
A3146,19640220-0029,280,I-1263,279
A3147,19761009-0055,100,I-1263,93
A3148,19931118-0062,120,I-1263,128
A3149,19680712-0028,280,I-1264,278
A3150,19780602-0035,100,I-1264,93
A3151,19930228-0086,120,I-1264,117
A3152,19600905-0003,240,I-1265,252
A3153,19750122-0056,100,I-1265,116
A3154,19910921-0136,100,I-1265,87
A3155,19620424-0026,240,I-1266,248
A3156,19781217-0053,120,I-1266,140
A3157,19560612-0010,280,I-1267,295
A3158,19750331-0036,100,I-1267,117
A3159,19620522-0023,280,I-1268,274
A3160,19750705-0033,100,I-1268,83
A3161,19560812-0016,260,I-1269,254
A3162,19761024-0034,140,I-1269,134
A3163,19570615-0011,240,I-1270,253
A3164,19780602-0035,100,I-1270,118
A3165,19910514-0068,100,I-1270,113
A3166,19570828-0008,240,I-1271,243
A3167,19750722-0060,120,I-1271,103
A3168,19910404-0102,120,I-1271,120
A3169,19560705-0025,260,I-1272,265
A3170,19750512-0043,140,I-1272,128
A3171,19660630-0020,280,I-1273,295
A3172,19761024-0034,100,I-1273,114
A3173,19601021-0018,260,I-1274,252
A3174,19780317-0052,100,I-1274,101
A3175,19600529-0021,240,I-1275,258
A3176,19751018-0039,120,I-1275,118
A3177,19921201-0094,120,I-1275,138
A3178,19640414-0013,260,I-1276,258
A3179,19750102-0059,100,I-1276,111
A3180,19931212-0079,140,I-1276,147
A3181,19560705-0025,280,I-1277,288
A3182,19751018-0039,120,I-1277,103
A3183,19560612-0010,260,I-1278,246
A3184,19780317-0052,140,I-1278,157
A3185,19560812-0016,260,I-1279,270
A3186,19761024-0034,140,I-1279,136
A3187,19921208-0097,120,I-1279,115
A3188,19610620-0006,240,I-1280,243
A3189,19790708-0041,140,I-1280,136
A3190,19620424-0026,280,I-1281,281
A3191,19760108-0050,120,I-1281,135
A3192,19560812-0016,280,I-1282,263
A3193,19770713-0042,100,I-1282,108
A3194,19920505-0115,100,I-1282,104
A3195,19570828-0008,260,I-1283,260
A3196,19750705-0033,140,I-1283,129
A3197,19600905-0003,240,I-1284,250
A3198,19750122-0056,140,I-1284,131
A3199,19610918-0027,280,I-1285,273
A3200,19750722-0060,100,I-1285,99
A3201,19900701-0113,120,I-1285,139
A3202,19580515-0017,260,I-1286,264
A3203,19751018-0039,100,I-1286,119
A3204,19620831-0024,240,I-1287,226
A3205,19761020-0044,120,I-1287,134
A3206,19560705-0025,280,I-1288,279
A3207,19761024-0034,140,I-1288,142
A3208,19560812-0016,260,I-1289,260
A3209,19750512-0043,100,I-1289,90
A3210,19570828-0008,280,I-1290,261
A3211,19751018-0039,140,I-1290,138
A3212,19920602-0073,140,I-1290,132
A3213,19590129-0004,280,I-1291,265
A3214,19790702-0038,120,I-1291,131
A3215,19611219-0014,280,I-1292,277
A3216,19781125-0031,100,I-1292,111
A3217,19910817-0092,100,I-1292,87
A3218,19690513-0015,240,I-1293,259
A3219,19761009-0055,120,I-1293,105
A3220,19620831-0024,280,I-1294,263
A3221,19750102-0059,100,I-1294,107
A3222,19900201-0074,140,I-1294,148
A3223,19610620-0006,260,I-1295,246
A3224,19790717-0045,120,I-1295,114
A3225,19630126-0001,260,I-1296,247
A3226,19761009-0055,140,I-1296,140
A3227,19900818-0116,120,I-1296,103
A3228,19560812-0016,240,I-1297,238
A3229,19771013-0040,140,I-1297,140
A3230,19610620-0006,280,I-1298,278
A3231,19760108-0050,140,I-1298,145
A3232,19910403-0131,140,I-1298,149
A3233,19600814-0002,280,I-1299,274
A3234,19770713-0042,120,I-1299,137
A3235,19920826-0088,100,I-1299,116
A3236,19610918-0027,240,I-1300,242
A3237,19780317-0052,120,I-1300,127
A3238,19610620-0006,260,I-1301,249
A3239,19780317-0052,120,I-1301,121
A3240,19901011-0119,140,I-1301,145
A3241,19570615-0011,260,I-1302,246
A3242,19780317-0052,140,I-1302,152
A3243,19900201-0074,120,I-1302,127
A3244,19640220-0029,280,I-1303,289
A3245,19750102-0059,140,I-1303,152
A3246,19650303-0019,280,I-1304,271
A3247,19751018-0039,140,I-1304,146
A3248,19690917-0022,240,I-1305,236
A3249,19761020-0044,140,I-1305,130
A3250,19920828-0070,140,I-1305,154
A3251,19560812-0016,240,I-1306,241
A3252,19780602-0035,140,I-1306,137
A3253,19921123-0108,140,I-1306,145
A3254,19690408-0009,240,I-1307,255
A3255,19750705-0033,140,I-1307,150
A3256,19930616-0127,140,I-1307,122
A3257,19690408-0009,260,I-1308,277
A3258,19771013-0040,100,I-1308,113
A3259,19910122-0077,140,I-1308,139
A3260,19640414-0013,260,I-1309,265
A3261,19750220-0037,120,I-1309,140
A3262,19931226-0118,120,I-1309,133
A3263,19610623-0005,280,I-1310,266
A3264,19750122-0056,140,I-1310,137
A3265,19910927-0128,120,I-1310,108
A3266,19630126-0001,260,I-1311,272
A3267,19790717-0045,100,I-1311,109
A3268,19930919-0137,140,I-1311,140
A3269,19600529-0021,260,I-1312,271
A3270,19790618-0048,140,I-1312,160
A3271,19931118-0062,120,I-1312,120
A3272,19610620-0006,240,I-1313,229
A3273,19790618-0048,120,I-1313,108
A3274,19900201-0074,100,I-1313,91
A3275,19640220-0029,280,I-1314,291
A3276,19780602-0035,140,I-1314,152
A3277,19910101-0133,100,I-1314,92
A3278,19690917-0022,260,I-1315,251
A3279,19780602-0035,120,I-1315,136
A3280,19560612-0010,240,I-1316,250
A3281,19750220-0037,120,I-1316,117
A3282,19901108-0087,140,I-1316,129
A3283,19560705-0025,240,I-1317,233
A3284,19760108-0050,140,I-1317,121
A3285,19920217-0098,100,I-1317,92
A3286,19610623-0005,260,I-1318,266
A3287,19790708-0041,100,I-1318,113
A3288,19900124-0064,100,I-1318,89
A3289,19611219-0014,280,I-1319,292
A3290,19770224-0058,100,I-1319,87
A3291,19610918-0027,260,I-1320,242
A3292,19771013-0040,100,I-1320,93
A3293,19900616-0124,120,I-1320,129
A3294,19570615-0011,280,I-1321,291
A3295,19761009-0055,120,I-1321,109
A3296,19601021-0018,260,I-1322,257
A3297,19771013-0040,120,I-1322,139
A3298,19930616-0127,120,I-1322,126
A3299,19620522-0023,280,I-1323,291
A3300,19750122-0056,120,I-1323,110
A3301,19620831-0024,240,I-1324,229
A3302,19750122-0056,120,I-1324,124
A3303,19630126-0001,280,I-1325,261
A3304,19770224-0058,100,I-1325,98
A3305,19601021-0018,260,I-1326,254
A3306,19750220-0037,140,I-1326,143
A3307,19910921-0136,120,I-1326,106
A3308,19600814-0002,240,I-1327,227
A3309,19771013-0040,120,I-1327,124
A3310,19930616-0127,140,I-1327,152
A3311,19610918-0027,260,I-1328,257
A3312,19790426-0049,140,I-1328,142
A3313,19930709-0100,120,I-1328,125
A3314,19620522-0023,260,I-1329,268
A3315,19771013-0040,100,I-1329,108
A3316,19640220-0029,240,I-1330,221
A3317,19750722-0060,100,I-1330,102
A3318,19930414-0106,120,I-1330,114
A3319,19560812-0016,280,I-1331,265
A3320,19770713-0042,120,I-1331,104
A3321,19620522-0023,260,I-1332,280
A3322,19781217-0053,120,I-1332,126
A3323,19910927-0128,140,I-1332,139
A3324,19610620-0006,240,I-1333,232
A3325,19750220-0037,120,I-1333,137
A3326,19640414-0013,240,I-1334,235
A3327,19780602-0035,100,I-1334,107
A3328,19690408-0009,240,I-1335,252
A3329,19750102-0059,100,I-1335,104
A3330,19901219-0125,120,I-1335,128
A3331,19690917-0022,240,I-1336,228
A3332,19761009-0055,140,I-1336,154
A3333,19931226-0118,120,I-1336,114
A3334,19561222-0030,260,I-1337,255
A3335,19770713-0042,100,I-1337,88
A3336,19910206-0081,120,I-1337,108
A3337,19690513-0015,240,I-1338,224
A3338,19781125-0031,140,I-1338,159
A3339,19900321-0080,140,I-1338,133
A3340,19570828-0008,280,I-1339,278
A3341,19781125-0031,140,I-1339,135
A3342,19901002-0085,100,I-1339,100
A3343,19630126-0001,260,I-1340,242
A3344,19771013-0040,100,I-1340,108
A3345,19901002-0085,100,I-1340,90
A3346,19660630-0020,260,I-1341,275
A3347,19790708-0041,120,I-1341,110
A3348,19930709-0100,140,I-1341,158
A3349,19690513-0015,260,I-1342,253
A3350,19781217-0053,120,I-1342,128
A3351,19610623-0005,260,I-1343,246
A3352,19780424-0057,140,I-1343,147
A3353,19610620-0006,280,I-1344,274
A3354,19790618-0048,100,I-1344,104
A3355,19580218-0007,280,I-1345,283
A3356,19760524-0046,140,I-1345,121
A3357,19910327-0096,100,I-1345,84
A3358,19610918-0027,240,I-1346,233
A3359,19781125-0031,100,I-1346,92
A3360,19931203-0066,100,I-1346,105
A3361,19611219-0014,280,I-1347,298
A3362,19750722-0060,120,I-1347,134
A3363,19900211-0140,100,I-1347,86
A3364,19680712-0028,240,I-1348,234
A3365,19790717-0045,120,I-1348,102
A3366,19920217-0098,120,I-1348,123
A3367,19690408-0009,240,I-1349,227
A3368,19761024-0034,100,I-1349,118
A3369,19920602-0073,120,I-1349,109
A3370,19640414-0013,260,I-1350,240
A3371,19780424-0057,120,I-1350,139
A3372,19570828-0008,280,I-1351,282
A3373,19780317-0052,120,I-1351,117
A3374,19660630-0020,240,I-1352,242
A3375,19770224-0058,100,I-1352,90
A3376,19910327-0096,140,I-1352,124
A3377,19580515-0017,240,I-1353,254
A3378,19781130-0054,100,I-1353,100
A3379,19910327-0096,140,I-1353,123
A3380,19611219-0014,260,I-1354,247
A3381,19761009-0055,100,I-1354,84
A3382,19931203-0066,140,I-1354,144
A3383,19601021-0018,240,I-1355,255
A3384,19750705-0033,100,I-1355,111
A3385,19580515-0017,280,I-1356,279
A3386,19761024-0034,120,I-1356,113
A3387,19610620-0006,240,I-1357,235
A3388,19760524-0046,140,I-1357,153
A3389,19610623-0005,240,I-1358,240
A3390,19790708-0041,140,I-1358,133
A3391,19911116-0069,100,I-1358,110
A3392,19560812-0016,280,I-1359,260
A3393,19750220-0037,120,I-1359,116
A3394,19600529-0021,260,I-1360,248
A3395,19781217-0053,100,I-1360,100
A3396,19600814-0002,280,I-1361,285
A3397,19790702-0038,100,I-1361,86
A3398,19650303-0019,260,I-1362,252
A3399,19761020-0044,100,I-1362,99
A3400,19921201-0094,100,I-1362,80
A3401,19610918-0027,240,I-1363,228
A3402,19750331-0036,100,I-1363,114
A3403,19910403-0103,140,I-1363,121
A3404,19690917-0022,280,I-1364,299
A3405,19750512-0043,100,I-1364,96
A3406,19620831-0024,280,I-1365,280
A3407,19750220-0037,140,I-1365,135
A3408,19600814-0002,260,I-1366,275
A3409,19751018-0039,100,I-1366,90
A3410,19610918-0027,240,I-1367,228
A3411,19790717-0045,120,I-1367,125
A3412,19900119-0104,100,I-1367,118
A3413,19690513-0015,240,I-1368,230
A3414,19750722-0060,100,I-1368,114
A3415,19901108-0087,140,I-1368,139
A3416,19640414-0013,260,I-1369,246
A3417,19750122-0056,100,I-1369,112
A3418,19690917-0022,240,I-1370,253
A3419,19771013-0040,140,I-1370,121
A3420,19900818-0116,120,I-1370,114
A3421,19570615-0011,240,I-1371,227
A3422,19750705-0033,100,I-1371,87
A3423,19921201-0094,140,I-1371,136
A3424,19650303-0019,240,I-1372,223
A3425,19750705-0033,100,I-1372,100
A3426,19900902-0114,100,I-1372,111
A3427,19590129-0004,260,I-1373,248
A3428,19750102-0059,140,I-1373,132
A3429,19560612-0010,260,I-1374,279
A3430,19750722-0060,100,I-1374,118
A3431,19660630-0020,260,I-1375,257
A3432,19770224-0058,140,I-1375,152
A3433,19921218-0101,100,I-1375,95
A3434,19561222-0030,280,I-1376,276
A3435,19750705-0033,100,I-1376,101
A3436,19600905-0003,240,I-1377,259
A3437,19761020-0044,140,I-1377,126
A3438,19910514-0068,120,I-1377,128
A3439,19590129-0004,280,I-1378,298
A3440,19780424-0057,120,I-1378,139
A3441,19900124-0064,120,I-1378,137
A3442,19620424-0026,280,I-1379,262
A3443,19750906-0032,140,I-1379,135
A3444,19660630-0020,280,I-1380,274
A3445,19790708-0041,120,I-1380,103
A3446,19570828-0008,260,I-1381,279
A3447,19780424-0057,100,I-1381,107
A3448,19910514-0068,100,I-1381,103
A3449,19690917-0022,280,I-1382,291
A3450,19780424-0057,140,I-1382,156
A3451,19900616-0124,120,I-1382,104
A3452,19650303-0019,280,I-1383,281
A3453,19770224-0058,140,I-1383,152
A3454,19580218-0007,280,I-1384,277
A3455,19780602-0035,120,I-1384,118
A3456,19560705-0025,240,I-1385,248
A3457,19750705-0033,120,I-1385,113
A3458,19900723-0126,100,I-1385,98
A3459,19560705-0025,240,I-1386,239
A3460,19780424-0057,140,I-1386,136
A3461,19660630-0020,260,I-1387,280
A3462,19790717-0045,140,I-1387,149
A3463,19640220-0029,260,I-1388,272
A3464,19780602-0035,120,I-1388,102
A3465,19900701-0113,120,I-1388,131
A3466,19620522-0023,260,I-1389,252
A3467,19780815-0047,120,I-1389,116
A3468,19611219-0014,240,I-1390,257
A3469,19750122-0056,140,I-1390,142
A3470,19931212-0079,120,I-1390,124
A3471,19570828-0008,260,I-1391,277
A3472,19790426-0049,100,I-1391,94
A3473,19570828-0008,260,I-1392,251
A3474,19770713-0042,140,I-1392,154
A3475,19900520-0063,140,I-1392,143
A3476,19570615-0011,240,I-1393,227
A3477,19781217-0053,120,I-1393,132
A3478,19931212-0079,100,I-1393,109
A3479,19590129-0004,260,I-1394,241
A3480,19790618-0048,100,I-1394,107
A3481,19910327-0096,140,I-1394,147
A3482,19690513-0015,240,I-1395,242
A3483,19750722-0060,140,I-1395,152
A3484,19901011-0119,140,I-1395,155
A3485,19640414-0013,240,I-1396,252
A3486,19750122-0056,100,I-1396,91
A3487,19650303-0019,280,I-1397,265
A3488,19750417-0051,120,I-1397,128
A3489,19680712-0028,260,I-1398,245
A3490,19750722-0060,100,I-1398,117
A3491,19610623-0005,240,I-1399,223
A3492,19760524-0046,100,I-1399,89
A3493,19630126-0001,240,I-1400,233
A3494,19780602-0035,100,I-1400,114
A3495,19561222-0030,280,I-1401,260
A3496,19780317-0052,140,I-1401,130
A3497,19570828-0008,260,I-1402,263
A3498,19760108-0050,100,I-1402,112
A3499,19680712-0028,260,I-1403,279
A3500,19750331-0036,100,I-1403,92
A3501,19610620-0006,260,I-1404,270
A3502,19780815-0047,120,I-1404,130
A3503,19640414-0013,240,I-1405,259
A3504,19790618-0048,140,I-1405,139
A3505,19560812-0016,240,I-1406,257
A3506,19750705-0033,140,I-1406,129
A3507,19611219-0014,260,I-1407,257
A3508,19781130-0054,100,I-1407,120
A3509,19931226-0118,100,I-1407,97
A3510,19620424-0026,240,I-1408,260
A3511,19760108-0050,120,I-1408,129
A3512,19620424-0026,260,I-1409,254
A3513,19750906-0032,140,I-1409,153
A3514,19610620-0006,260,I-1410,241
A3515,19761009-0055,140,I-1410,132
A3516,19561222-0030,280,I-1411,266
A3517,19770713-0042,120,I-1411,116
A3518,19640220-0029,280,I-1412,266
A3519,19771013-0040,120,I-1412,134
A3520,19901219-0125,140,I-1412,124
A3521,19610620-0006,240,I-1413,222
A3522,19750512-0043,100,I-1413,99
A3523,19570615-0011,240,I-1414,225
A3524,19750122-0056,120,I-1414,102
A3525,19690513-0015,240,I-1415,255
A3526,19790618-0048,100,I-1415,110
A3527,19900317-0083,100,I-1415,106
A3528,19600905-0003,240,I-1416,242
A3529,19751018-0039,120,I-1416,118
A3530,19920917-0109,120,I-1416,103
A3531,19570828-0008,240,I-1417,248
A3532,19750417-0051,120,I-1417,118
A3533,19901219-0125,100,I-1417,118
A3534,19600814-0002,240,I-1418,247
A3535,19750331-0036,120,I-1418,107
A3536,19931226-0118,140,I-1418,141
A3537,19620831-0024,280,I-1419,298
A3538,19760108-0050,100,I-1419,101
A3539,19930326-0132,100,I-1419,80
A3540,19611219-0014,280,I-1420,284
A3541,19781125-0031,120,I-1420,130
A3542,19680712-0028,240,I-1421,221
A3543,19770224-0058,100,I-1421,80
A3544,19921218-0101,100,I-1421,114
A3545,19570615-0011,280,I-1422,283
A3546,19750906-0032,100,I-1422,82
A3547,19601021-0018,260,I-1423,252
A3548,19761024-0034,100,I-1423,82
A3549,19590129-0004,280,I-1424,300
A3550,19790702-0038,140,I-1424,133
A3551,19910822-0122,120,I-1424,121
A3552,19570615-0011,260,I-1425,254
A3553,19750705-0033,140,I-1425,146
A3554,19600905-0003,260,I-1426,259
A3555,19761009-0055,120,I-1426,133
A3556,19900317-0083,120,I-1426,103
A3557,19620424-0026,240,I-1427,256
A3558,19751018-0039,140,I-1427,147
A3559,19600814-0002,280,I-1428,285
A3560,19761020-0044,100,I-1428,111
A3561,19921208-0097,100,I-1428,104
A3562,19570828-0008,260,I-1429,261
A3563,19750122-0056,120,I-1429,134
A3564,19900430-0112,100,I-1429,90
A3565,19600905-0003,260,I-1430,245
A3566,19770713-0042,120,I-1430,111
A3567,19620831-0024,260,I-1431,266
A3568,19760524-0046,140,I-1431,157
A3569,19560812-0016,280,I-1432,293
A3570,19750220-0037,100,I-1432,90
A3571,19921201-0094,140,I-1432,150
A3572,19640220-0029,240,I-1433,254
A3573,19761024-0034,120,I-1433,107
A3574,19610623-0005,280,I-1434,270
A3575,19750122-0056,100,I-1434,86
A3576,19601021-0018,280,I-1435,266
A3577,19761024-0034,120,I-1435,121
A3578,19690513-0015,280,I-1436,287
A3579,19790426-0049,120,I-1436,106
A3580,19921208-0097,140,I-1436,123
A3581,19650303-0019,280,I-1437,281
A3582,19790426-0049,100,I-1437,108
A3583,19911116-0069,100,I-1437,104
A3584,19600905-0003,260,I-1438,259
A3585,19781130-0054,140,I-1438,157
A3586,19910820-0078,100,I-1438,93
A3587,19600814-0002,280,I-1439,261
A3588,19750722-0060,120,I-1439,128
A3589,19690917-0022,240,I-1440,257
A3590,19750705-0033,140,I-1440,129
A3591,19920828-0070,120,I-1440,134
A3592,19600814-0002,260,I-1441,254
A3593,19750122-0056,120,I-1441,110
A3594,19930508-0061,100,I-1441,94
A3595,19600814-0002,260,I-1442,252
A3596,19750102-0059,140,I-1442,159
A3597,19610623-0005,240,I-1443,237
A3598,19751018-0039,120,I-1443,110
A3599,19930919-0137,100,I-1443,104
A3600,19570828-0008,280,I-1444,263
A3601,19780815-0047,100,I-1444,92
A3602,19920917-0109,140,I-1444,126
A3603,19570828-0008,240,I-1445,243
A3604,19750417-0051,120,I-1445,133
A3605,19910101-0133,140,I-1445,130
A3606,19680712-0028,280,I-1446,284
A3607,19780424-0057,120,I-1446,125
A3608,19570615-0011,280,I-1447,274
A3609,19781217-0053,100,I-1447,99
A3610,19620831-0024,280,I-1448,270
A3611,19750122-0056,100,I-1448,104
A3612,19640414-0013,280,I-1449,260
A3613,19780602-0035,100,I-1449,99
A3614,19650303-0019,260,I-1450,257
A3615,19751018-0039,140,I-1450,123
A3616,19560612-0010,240,I-1451,220
A3617,19781130-0054,120,I-1451,101
A3618,19900119-0104,120,I-1451,100
A3619,19561222-0030,240,I-1452,238
A3620,19780317-0052,120,I-1452,125
A3621,19560812-0016,260,I-1453,261
A3622,19761024-0034,120,I-1453,126
A3623,19610620-0006,260,I-1454,273
A3624,19781217-0053,140,I-1454,147
A3625,19611219-0014,280,I-1455,300
A3626,19790702-0038,120,I-1455,112
A3627,19920122-0065,100,I-1455,99
A3628,19680712-0028,280,I-1456,283
A3629,19761009-0055,120,I-1456,115
A3630,19650303-0019,280,I-1457,273
A3631,19750331-0036,100,I-1457,112
A3632,19900201-0074,120,I-1457,100
A3633,19620522-0023,280,I-1458,297
A3634,19771013-0040,120,I-1458,128
A3635,19570615-0011,240,I-1459,250
A3636,19750331-0036,140,I-1459,156
A3637,19900619-0076,100,I-1459,104
A3638,19620522-0023,260,I-1460,269
A3639,19781130-0054,120,I-1460,128
A3640,19690513-0015,260,I-1461,240
A3641,19751018-0039,140,I-1461,137
A3642,19620522-0023,240,I-1462,247
A3643,19750331-0036,140,I-1462,134
A3644,19930414-0106,120,I-1462,116
A3645,19690513-0015,260,I-1463,255
A3646,19750220-0037,140,I-1463,122
A3647,19920206-0072,140,I-1463,135
A3648,19600529-0021,240,I-1464,257
A3649,19750220-0037,120,I-1464,110
A3650,19930709-0100,140,I-1464,139
A3651,19611219-0014,240,I-1465,244
A3652,19780602-0035,120,I-1465,117
A3653,19611219-0014,260,I-1466,265
A3654,19790426-0049,100,I-1466,101
A3655,19560705-0025,240,I-1467,238
A3656,19761020-0044,120,I-1467,136
A3657,19930512-0117,120,I-1467,103
A3658,19560612-0010,240,I-1468,249
A3659,19750220-0037,100,I-1468,95
A3660,19620424-0026,260,I-1469,266
A3661,19760108-0050,120,I-1469,110
A3662,19900616-0124,140,I-1469,123
A3663,19600529-0021,240,I-1470,243
A3664,19750906-0032,100,I-1470,96
A3665,19900119-0104,140,I-1470,134
A3666,19610620-0006,260,I-1471,272
A3667,19750512-0043,100,I-1471,119
A3668,19900909-0123,140,I-1471,157
A3669,19610918-0027,260,I-1472,245
A3670,19781217-0053,100,I-1472,109
A3671,19560612-0010,260,I-1473,250
A3672,19770713-0042,120,I-1473,138
A3673,19580515-0017,260,I-1474,245
A3674,19780602-0035,140,I-1474,122
A3675,19690513-0015,240,I-1475,244
A3676,19780317-0052,120,I-1475,138
A3677,19600529-0021,240,I-1476,242
A3678,19750331-0036,100,I-1476,80
A3679,19910122-0077,120,I-1476,134
A3680,19611219-0014,260,I-1477,268
A3681,19770713-0042,140,I-1477,133
A3682,19570826-0012,240,I-1478,239
A3683,19751018-0039,100,I-1478,118
A3684,19911116-0069,140,I-1478,136
A3685,19611219-0014,240,I-1479,251
A3686,19790426-0049,140,I-1479,136
A3687,19920917-0109,120,I-1479,127
A3688,19560812-0016,240,I-1480,255
A3689,19750122-0056,100,I-1480,107
A3690,19900128-0095,100,I-1480,118
A3691,19580218-0007,260,I-1481,278
A3692,19750705-0033,120,I-1481,112
A3693,19590129-0004,240,I-1482,243
A3694,19761020-0044,140,I-1482,142
A3695,19910327-0096,120,I-1482,138
A3696,19610620-0006,280,I-1483,283
A3697,19750122-0056,140,I-1483,158
A3698,19910421-0067,120,I-1483,100
A3699,19600814-0002,240,I-1484,232
A3700,19771013-0040,140,I-1484,133
A3701,19900616-0124,100,I-1484,94
A3702,19600905-0003,260,I-1485,257
A3703,19780317-0052,100,I-1485,91
A3704,19900211-0140,100,I-1485,83
A3705,19611219-0014,240,I-1486,241
A3706,19780602-0035,120,I-1486,102
A3707,19620522-0023,240,I-1487,231
A3708,19761024-0034,100,I-1487,105
A3709,19610623-0005,260,I-1488,249
A3710,19790426-0049,140,I-1488,151
A3711,19921002-0129,100,I-1488,90
A3712,19561222-0030,280,I-1489,283
A3713,19750512-0043,100,I-1489,107
A3714,19900307-0105,140,I-1489,145
A3715,19601021-0018,280,I-1490,294
A3716,19761009-0055,120,I-1490,119
A3717,19901108-0087,140,I-1490,123
A3718,19660630-0020,260,I-1491,247
A3719,19750102-0059,120,I-1491,133
A3720,19900307-0105,120,I-1491,140
A3721,19560612-0010,240,I-1492,238
A3722,19790708-0041,120,I-1492,134
A3723,19930829-0082,120,I-1492,124
A3724,19570615-0011,240,I-1493,222
A3725,19770713-0042,140,I-1493,125
A3726,19930414-0106,120,I-1493,130
A3727,19600529-0021,240,I-1494,242
A3728,19781217-0053,140,I-1494,144
A3729,19900124-0064,120,I-1494,139
A3730,19610623-0005,280,I-1495,273
A3731,19770713-0042,140,I-1495,120
A3732,19660630-0020,240,I-1496,242
A3733,19760108-0050,120,I-1496,135
A3734,19921208-0097,100,I-1496,110
A3735,19570615-0011,260,I-1497,255
A3736,19760524-0046,100,I-1497,95
A3737,19900119-0104,140,I-1497,144
A3738,19610623-0005,240,I-1498,234
A3739,19750417-0051,120,I-1498,137
A3740,19620522-0023,280,I-1499,261
A3741,19790618-0048,140,I-1499,124
A3742,19610918-0027,240,I-1500,249
A3743,19780602-0035,140,I-1500,160
A3744,19920206-0072,100,I-1500,84
A3745,19570826-0012,240,I-1501,229
A3746,19770224-0058,100,I-1501,83
A3747,19690408-0009,240,I-1502,234
A3748,19760524-0046,120,I-1502,127
A3749,19900520-0063,120,I-1502,139
A3750,19561222-0030,240,I-1503,222
A3751,19750122-0056,140,I-1503,141
A3752,19610623-0005,240,I-1504,220
A3753,19770224-0058,120,I-1504,114
A3754,19580218-0007,240,I-1505,226
A3755,19750220-0037,100,I-1505,108
A3756,19570828-0008,260,I-1506,252
A3757,19760108-0050,120,I-1506,128
A3758,19920320-0121,100,I-1506,105
A3759,19660630-0020,260,I-1507,241
A3760,19750220-0037,100,I-1507,96
A3761,19630126-0001,280,I-1508,293
A3762,19750417-0051,140,I-1508,138
A3763,19680712-0028,280,I-1509,270
A3764,19770713-0042,100,I-1509,85
A3765,19560612-0010,240,I-1510,242
